image_id,image_path,mask_path,image_size,mask_size,size_matches,unique_mask_values,wrinkle_pixels,total_pixels,wrinkle_area_ratio
01327,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01327.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01327.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3135,1048576,0.0029897689819335938
01338,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01338.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01338.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",9123,1048576,0.008700370788574219
01344,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01344.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01344.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",9336,1048576,0.00890350341796875
01351,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01351.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01351.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2689,1048576,0.0025644302368164062
01357,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01357.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01357.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1715,1048576,0.0016355514526367188
01360,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01360.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01360.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2673,1048576,0.0025491714477539062
01395,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01395.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01395.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1985,1048576,0.0018930435180664062
01410,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01410.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01410.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",16474,1048576,0.015710830688476562
01411,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01411.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01411.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",5244,1048576,0.005001068115234375
01421,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01421.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01421.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",1424,1048576,0.0013580322265625
01423,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01423.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01423.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",3080,1048576,0.00293731689453125
01447,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01447.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01447.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",6199,1048576,0.005911827087402344
01452,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01452.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01452.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",8747,1048576,0.008341789245605469
01454,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01454.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01454.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",2146,1048576,0.0020465850830078125
01455,C:\Users\student\ffhq-wrinkle-dataset\data\images1024x1024\01000\01455.png,C:\Users\student\ffhq-wrinkle-dataset\data\manual_wrinkle_masks\01455.png,"(1024, 1024)","(1024, 1024)",True,"[0, 255]",814,1048576,0.0007762908935546875
